No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
9656,2011,2,7,7,117.0,-9,-2.0,1017.0,cv,1.34,0,0
9657,2011,2,7,8,118.0,-9,-2.0,1017.0,cv,2.23,0,0
9659,2011,2,7,10,113.0,-8,0.0,1017.0,cv,0.89,0,0
9668,2011,2,7,19,101.0,-10,0.0,1012.0,cv,0.89,0,0
9670,2011,2,7,21,288.0,-10,-3.0,1014.0,cv,0.45,0,0
9671,2011,2,7,22,295.0,-10,-4.0,1013.0,cv,1.34,0,0
9672,2011,2,7,23,263.0,-10,-4.0,1013.0,cv,1.79,0,0
9673,2011,2,8,0,208.0,-10,-6.0,1012.0,cv,2.68,0,0
9674,2011,2,8,1,176.0,-11,-7.0,1012.0,cv,3.13,0,0
9691,2011,2,8,18,17.0,-15,5.0,1018.0,cv,0.89,0,0
9694,2011,2,8,21,100.0,-11,-3.0,1021.0,cv,0.89,0,0
9695,2011,2,8,22,148.0,-12,-3.0,1022.0,cv,1.78,0,0
9699,2011,2,9,2,132.0,-11,-5.0,1025.0,cv,0.89,0,0
9701,2011,2,9,4,171.0,-9,-6.0,1025.0,cv,0.89,0,0
9703,2011,2,9,6,199.0,-8,-7.0,1026.0,cv,0.89,0,0
9706,2011,2,9,9,211.0,-6,-4.0,1028.0,cv,0.89,0,0
9707,2011,2,9,10,199.0,-6,-3.0,1029.0,cv,1.78,0,0
9740,2011,2,10,19,90.0,-5,-3.0,1028.0,cv,0.89,0,0
9743,2011,2,10,22,98.0,-4,-3.0,1029.0,cv,0.89,0,0
9746,2011,2,11,1,100.0,-5,-4.0,1028.0,cv,0.89,0,0
9753,2011,2,11,8,82.0,-8,-6.0,1029.0,cv,0.89,0,0
9782,2011,2,12,13,27.0,-18,-2.0,1031.0,cv,0.89,0,0
9803,2011,2,13,10,82.0,-7,-6.0,1031.0,cv,0.89,13,0
9804,2011,2,13,11,85.0,-6,-4.0,1031.0,cv,1.78,14,0
9806,2011,2,13,13,79.0,-6,-3.0,1030.0,cv,0.89,0,0
9808,2011,2,13,15,86.0,-9,-2.0,1029.0,cv,0.89,0,0
9809,2011,2,13,16,82.0,-9,-2.0,1030.0,cv,1.78,0,0
9829,2011,2,14,12,26.0,-18,-2.0,1033.0,cv,0.89,0,0
9830,2011,2,14,13,22.0,-17,-1.0,1032.0,cv,1.78,0,0
9838,2011,2,14,21,61.0,-13,-6.0,1030.0,cv,0.89,0,0
9842,2011,2,15,1,125.0,-13,-9.0,1029.0,cv,0.89,0,0
9847,2011,2,15,6,138.0,-14,-11.0,1029.0,cv,0.89,0,0
9850,2011,2,15,9,152.0,-11,-8.0,1030.0,cv,0.89,0,0
9852,2011,2,15,11,214.0,-9,-4.0,1029.0,cv,0.89,0,0
9853,2011,2,15,12,233.0,-9,-2.0,1028.0,cv,1.78,0,0
9854,2011,2,15,13,252.0,-9,0.0,1027.0,cv,2.67,0,0
9855,2011,2,15,14,274.0,-10,0.0,1025.0,cv,3.56,0,0
9868,2011,2,16,3,294.0,-11,-9.0,1023.0,cv,0.89,0,0
9870,2011,2,16,5,281.0,-10,-8.0,1023.0,cv,0.45,0,0
9872,2011,2,16,7,269.0,-11,-9.0,1023.0,cv,0.45,0,0
9874,2011,2,16,9,263.0,-8,-4.0,1024.0,cv,0.89,0,0
9875,2011,2,16,10,285.0,-8,-3.0,1024.0,cv,1.78,0,0
9876,2011,2,16,11,282.0,-8,-1.0,1023.0,cv,2.67,0,0
9878,2011,2,16,13,292.0,-8,1.0,1021.0,cv,1.79,0,0
9881,2011,2,16,16,234.0,-6,2.0,1020.0,cv,0.89,0,0
9888,2011,2,16,23,279.0,-5,-2.0,1023.0,cv,0.45,0,0
9900,2011,2,17,11,195.0,-7,3.0,1027.0,cv,0.89,0,0
9903,2011,2,17,14,53.0,-8,7.0,1025.0,cv,1.79,0,0
9905,2011,2,17,16,49.0,-9,8.0,1024.0,cv,0.89,0,0
9911,2011,2,17,22,404.0,-7,-1.0,1027.0,cv,0.89,0,0
9914,2011,2,18,1,345.0,-7,-4.0,1028.0,cv,0.89,0,0
9936,2011,2,18,23,260.0,-6,-2.0,1025.0,cv,0.89,0,0
9938,2011,2,19,1,274.0,-7,-4.0,1026.0,cv,0.89,0,0
9950,2011,2,19,13,92.0,-12,9.0,1023.0,cv,0.89,0,0
9953,2011,2,19,16,131.0,-10,11.0,1022.0,cv,3.13,0,0
9960,2011,2,19,23,268.0,-7,-2.0,1025.0,cv,0.89,0,0
9962,2011,2,20,1,297.0,-6,-3.0,1025.0,cv,0.45,0,0
9968,2011,2,20,7,108.0,-8,-6.0,1027.0,cv,0.45,0,0
9970,2011,2,20,9,126.0,-7,0.0,1028.0,cv,0.89,0,0
9971,2011,2,20,10,156.0,-7,2.0,1029.0,cv,1.78,0,0
9972,2011,2,20,11,282.0,-7,4.0,1029.0,cv,2.67,0,0
9974,2011,2,20,13,437.0,-5,8.0,1027.0,cv,1.79,0,0
9980,2011,2,20,19,474.0,-4,4.0,1026.0,cv,0.89,0,0
9981,2011,2,20,20,482.0,-4,1.0,1026.0,cv,1.78,0,0
9982,2011,2,20,21,482.0,-5,0.0,1026.0,cv,2.67,0,0
9983,2011,2,20,22,477.0,-4,-1.0,1027.0,cv,3.56,0,0
9984,2011,2,20,23,480.0,-4,-1.0,1026.0,cv,4.01,0,0
9985,2011,2,21,0,527.0,-4,-2.0,1026.0,cv,4.9,0,0
9987,2011,2,21,2,493.0,-5,-3.0,1026.0,cv,0.45,0,0
9990,2011,2,21,5,563.0,-5,-2.0,1025.0,cv,0.89,0,0
9991,2011,2,21,6,563.0,-5,-3.0,1025.0,cv,1.78,0,0
9994,2011,2,21,9,495.0,-2,0.0,1027.0,cv,0.89,0,0
9996,2011,2,21,11,508.0,-2,3.0,1026.0,cv,0.89,0,0
9997,2011,2,21,12,464.0,-2,4.0,1025.0,cv,1.78,0,0
10000,2011,2,21,15,489.0,-3,7.0,1022.0,cv,0.89,0,0
10002,2011,2,21,17,425.0,-5,6.0,1022.0,cv,0.89,0,0
10003,2011,2,21,18,407.0,-6,2.0,1022.0,cv,1.78,0,0
10005,2011,2,21,20,492.0,-4,1.0,1023.0,cv,0.89,0,0
10006,2011,2,21,21,492.0,-4,0.0,1024.0,cv,1.78,0,0
10007,2011,2,21,22,476.0,-4,-2.0,1024.0,cv,2.67,0,0
10008,2011,2,21,23,478.0,-4,-2.0,1024.0,cv,3.12,0,0
10010,2011,2,22,1,489.0,-5,-3.0,1024.0,cv,0.89,0,0
10019,2011,2,22,10,347.0,-4,2.0,1023.0,cv,0.89,0,0
10021,2011,2,22,12,343.0,-6,5.0,1021.0,cv,0.89,0,0
10022,2011,2,22,13,322.0,-5,6.0,1019.0,cv,2.68,0,0
10023,2011,2,22,14,360.0,-5,7.0,1019.0,cv,3.57,0,0
10025,2011,2,22,16,369.0,-5,8.0,1017.0,cv,0.89,0,0
10029,2011,2,22,20,397.0,-5,1.0,1018.0,cv,0.45,0,0
10030,2011,2,22,21,395.0,-5,0.0,1018.0,cv,1.34,0,0
10031,2011,2,22,22,401.0,-6,-1.0,1018.0,cv,2.23,0,0
10032,2011,2,22,23,406.0,-5,0.0,1018.0,cv,3.12,0,0
10033,2011,2,23,0,399.0,-4,0.0,1018.0,cv,4.01,0,0
10036,2011,2,23,3,461.0,-5,-3.0,1017.0,cv,0.45,0,0
10049,2011,2,23,16,397.0,-3,9.0,1012.0,cv,0.89,0,0
10050,2011,2,23,17,387.0,-2,8.0,1012.0,cv,1.78,0,0
10075,2011,2,24,18,21.0,-17,7.0,1023.0,cv,0.89,0,0
10083,2011,2,25,2,67.0,-6,-4.0,1030.0,cv,0.89,0,0
10085,2011,2,25,4,77.0,-6,-4.0,1030.0,cv,0.45,0,0
10086,2011,2,25,5,75.0,-7,-5.0,1031.0,cv,0.9,0,0
10087,2011,2,25,6,80.0,-5,-4.0,1031.0,cv,1.35,0,0
10090,2011,2,25,9,100.0,-7,0.0,1034.0,cv,0.89,0,0
10092,2011,2,25,11,79.0,-9,4.0,1034.0,cv,0.89,0,0
10110,2011,2,26,5,30.0,-3,-3.0,1029.0,cv,0.89,2,0
10117,2011,2,26,12,71.0,-3,-2.0,1026.0,cv,0.89,0,0
10118,2011,2,26,13,80.0,-3,-1.0,1025.0,cv,1.78,0,0
10119,2011,2,26,14,85.0,-3,-1.0,1024.0,cv,2.67,0,0
10120,2011,2,26,15,96.0,-3,0.0,1023.0,cv,3.56,0,0
10121,2011,2,26,16,111.0,-3,0.0,1023.0,cv,4.45,0,0
10125,2011,2,26,20,115.0,-3,-2.0,1025.0,cv,0.45,0,0
10130,2011,2,27,1,127.0,-3,-2.0,1027.0,cv,0.89,0,0
10205,2011,3,2,4,12.0,-16,-3.0,1026.0,cv,0.89,0,0
10206,2011,3,2,5,15.0,-15,-5.0,1026.0,cv,1.78,0,0
10207,2011,3,2,6,29.0,-15,-4.0,1026.0,cv,2.67,0,0
10208,2011,3,2,7,44.0,-14,-7.0,1027.0,cv,3.12,0,0
10211,2011,3,2,10,27.0,-16,2.0,1028.0,cv,0.89,0,0
10212,2011,3,2,11,26.0,-16,4.0,1027.0,cv,4.02,0,0
10250,2011,3,4,1,48.0,-10,-2.0,1026.0,cv,0.89,0,0
10251,2011,3,4,2,46.0,-10,-2.0,1026.0,cv,1.34,0,0
10252,2011,3,4,3,45.0,-10,-3.0,1025.0,cv,2.23,0,0
10258,2011,3,4,9,51.0,-10,4.0,1025.0,cv,0.89,0,0
10260,2011,3,4,11,57.0,-12,8.0,1025.0,cv,0.89,0,0
10262,2011,3,4,13,55.0,-12,10.0,1022.0,cv,0.89,0,0
10263,2011,3,4,14,51.0,-13,12.0,1021.0,cv,2.68,0,0
10283,2011,3,5,10,96.0,-5,7.0,1017.0,cv,0.89,0,0
10284,2011,3,5,11,109.0,-5,8.0,1017.0,cv,1.78,0,0
10285,2011,3,5,12,106.0,-5,9.0,1016.0,cv,2.67,0,0
10286,2011,3,5,13,109.0,-4,11.0,1015.0,cv,4.46,0,0
10291,2011,3,5,18,92.0,-5,10.0,1015.0,cv,0.89,0,0
10293,2011,3,5,20,122.0,-5,6.0,1017.0,cv,0.89,0,0
10295,2011,3,5,22,142.0,-4,3.0,1019.0,cv,0.89,0,0
10326,2011,3,7,5,20.0,-15,1.0,1026.0,cv,0.89,0,0
10357,2011,3,8,12,17.0,-17,8.0,1023.0,cv,1.79,0,0
10359,2011,3,8,14,16.0,-17,9.0,1021.0,cv,1.79,0,0
10362,2011,3,8,17,24.0,-16,9.0,1021.0,cv,0.89,0,0
10393,2011,3,10,0,66.0,-13,5.0,1023.0,cv,1.79,0,0
10400,2011,3,10,7,83.0,-11,-2.0,1025.0,cv,0.89,0,0
10401,2011,3,10,8,112.0,-12,3.0,1025.0,cv,1.78,0,0
10404,2011,3,10,11,46.0,-15,12.0,1024.0,cv,0.89,0,0
10405,2011,3,10,12,36.0,-14,13.0,1023.0,cv,4.02,0,0
10418,2011,3,11,1,47.0,-14,2.0,1022.0,cv,0.89,0,0
10421,2011,3,11,4,44.0,-12,0.0,1021.0,cv,0.89,0,0
10426,2011,3,11,9,92.0,-12,6.0,1021.0,cv,0.89,0,0
10435,2011,3,11,18,108.0,-7,10.0,1012.0,cv,0.89,0,0
10436,2011,3,11,19,132.0,-7,8.0,1012.0,cv,1.78,0,0
10437,2011,3,11,20,156.0,-7,6.0,1012.0,cv,2.67,0,0
10440,2011,3,11,23,209.0,-6,5.0,1012.0,cv,0.89,0,0
10441,2011,3,12,0,263.0,-6,5.0,1012.0,cv,1.78,0,0
10444,2011,3,12,3,258.0,-4,3.0,1010.0,cv,0.45,0,0
10445,2011,3,12,4,263.0,-4,2.0,1009.0,cv,0.9,0,0
10446,2011,3,12,5,266.0,-3,1.0,1009.0,cv,1.35,0,0
10451,2011,3,12,10,254.0,-5,9.0,1010.0,cv,0.89,0,0
10452,2011,3,12,11,243.0,-5,11.0,1009.0,cv,1.78,0,0
10464,2011,3,12,23,360.0,-2,6.0,1009.0,cv,0.89,0,0
10466,2011,3,13,1,377.0,-2,4.0,1009.0,cv,0.89,0,0
10469,2011,3,13,4,351.0,-3,3.0,1008.0,cv,0.89,0,0
10470,2011,3,13,5,339.0,-2,3.0,1008.0,cv,1.78,0,0
10538,2011,3,16,1,17.0,-15,1.0,1026.0,cv,0.89,0,0
10543,2011,3,16,6,23.0,-13,-1.0,1026.0,cv,0.89,0,0
10549,2011,3,16,12,26.0,-14,7.0,1025.0,cv,1.79,0,0
10559,2011,3,16,22,76.0,-11,3.0,1022.0,cv,0.89,0,0
10560,2011,3,16,23,90.0,-13,2.0,1022.0,cv,1.78,0,0
10571,2011,3,17,10,115.0,-6,8.0,1020.0,cv,1.79,0,0
10573,2011,3,17,12,132.0,-5,11.0,1019.0,cv,1.79,0,0
10579,2011,3,17,18,90.0,-10,14.0,1013.0,cv,0.89,0,0
10582,2011,3,17,21,,-8,7.0,1014.0,cv,0.89,0,0
10584,2011,3,17,23,,-7,7.0,1013.0,cv,0.89,0,0
10587,2011,3,18,2,,-7,7.0,1012.0,cv,0.89,0,0
10589,2011,3,18,4,,-5,5.0,1012.0,cv,0.45,0,0
10594,2011,3,18,9,,-4,8.0,1013.0,cv,0.89,0,0
10595,2011,3,18,10,,-4,9.0,1013.0,cv,1.78,0,0
10596,2011,3,18,11,,-5,11.0,1013.0,cv,2.67,0,0
10609,2011,3,19,0,,-10,3.0,1019.0,cv,0.45,0,0
10610,2011,3,19,1,,-9,2.0,1018.0,cv,1.34,0,0
10612,2011,3,19,3,,-10,2.0,1018.0,cv,0.89,0,0
10614,2011,3,19,5,,-8,0.0,1019.0,cv,0.89,0,0
10616,2011,3,19,7,,-8,0.0,1020.0,cv,0.89,0,0
10617,2011,3,19,8,,-6,3.0,1021.0,cv,1.34,0,0
10635,2011,3,20,2,,-5,7.0,1015.0,cv,0.89,0,0
10636,2011,3,20,3,,-4,6.0,1014.0,cv,1.78,0,0
10641,2011,3,20,8,,-3,6.0,1017.0,cv,0.89,0,0
10656,2011,3,20,23,,-5,3.0,1021.0,cv,0.45,0,0
10757,2011,3,25,4,23.0,-16,2.0,1028.0,cv,0.45,0,0
10765,2011,3,25,12,22.0,-14,12.0,1028.0,cv,0.89,0,0
10777,2011,3,26,0,36.0,-10,4.0,1026.0,cv,0.89,0,0
10779,2011,3,26,2,57.0,-10,3.0,1026.0,cv,0.89,0,0
10782,2011,3,26,5,76.0,-9,2.0,1026.0,cv,0.89,0,0
10784,2011,3,26,7,126.0,-8,2.0,1027.0,cv,0.89,0,0
10787,2011,3,26,10,157.0,-10,9.0,1027.0,cv,1.79,0,0
10792,2011,3,26,15,36.0,-12,15.0,1024.0,cv,1.79,0,0
10793,2011,3,26,16,29.0,-13,15.0,1024.0,cv,5.81,0,0
10815,2011,3,27,14,16.0,-13,18.0,1022.0,cv,3.13,0,0
10816,2011,3,27,15,23.0,-14,18.0,1020.0,cv,6.26,0,0
10838,2011,3,28,13,36.0,-10,14.0,1027.0,cv,1.79,0,0
10839,2011,3,28,14,36.0,-11,14.0,1026.0,cv,3.58,0,0
10840,2011,3,28,15,38.0,-10,15.0,1026.0,cv,5.37,0,0
10841,2011,3,28,16,43.0,-10,15.0,1025.0,cv,7.16,0,0
10851,2011,3,29,2,58.0,-3,3.0,1028.0,cv,0.89,0,0
10853,2011,3,29,4,79.0,-3,2.0,1027.0,cv,0.45,0,0
10854,2011,3,29,5,100.0,-3,2.0,1027.0,cv,1.34,0,0
10856,2011,3,29,7,110.0,-2,1.0,1028.0,cv,0.89,0,0
10860,2011,3,29,11,107.0,-3,12.0,1026.0,cv,1.79,0,0
10862,2011,3,29,13,94.0,-4,19.0,1024.0,cv,1.79,0,0
10863,2011,3,29,14,70.0,-10,21.0,1022.0,cv,3.58,0,0
10873,2011,3,30,0,75.0,-6,8.0,1022.0,cv,0.89,0,0
10874,2011,3,30,1,87.0,-6,7.0,1022.0,cv,1.34,0,0
10876,2011,3,30,3,103.0,-5,4.0,1021.0,cv,0.89,0,0
10880,2011,3,30,7,87.0,-5,7.0,1023.0,cv,0.89,0,0
10881,2011,3,30,8,95.0,-5,9.0,1023.0,cv,1.78,0,0
10883,2011,3,30,10,136.0,-5,14.0,1023.0,cv,0.89,0,0
10884,2011,3,30,11,143.0,-4,16.0,1022.0,cv,2.68,0,0
10885,2011,3,30,12,152.0,-4,19.0,1021.0,cv,4.47,0,0
10893,2011,3,30,20,,-4,15.0,1017.0,cv,0.89,0,0
10901,2011,3,31,4,,-1,7.0,1016.0,cv,0.89,0,0
10903,2011,3,31,6,,-1,6.0,1016.0,cv,0.89,0,0
10905,2011,3,31,8,,1,10.0,1017.0,cv,0.89,0,0
10906,2011,3,31,9,204.0,1,12.0,1017.0,cv,1.78,0,0
10908,2011,3,31,11,,2,18.0,1016.0,cv,1.79,0,0
10912,2011,3,31,15,188.0,3,22.0,1013.0,cv,1.79,0,0
10915,2011,3,31,18,168.0,3,19.0,1013.0,cv,0.89,0,0
10916,2011,3,31,19,,4,17.0,1013.0,cv,1.78,0,0
10918,2011,3,31,21,295.0,4,12.0,1015.0,cv,0.89,0,0
10944,2011,4,1,23,23.0,2,4.0,1032.0,cv,0.89,0,6
10945,2011,4,2,0,,1,4.0,1032.0,cv,1.78,0,7
10955,2011,4,2,10,45.0,-6,10.0,1032.0,cv,1.79,0,0
10956,2011,4,2,11,68.0,-6,11.0,1031.0,cv,3.58,0,0
10957,2011,4,2,12,158.0,-8,11.0,1030.0,cv,6.71,0,0
10958,2011,4,2,13,178.0,-12,13.0,1029.0,cv,8.5,0,0
10959,2011,4,2,14,63.0,-13,13.0,1028.0,cv,11.63,0,0
10960,2011,4,2,15,108.0,-12,13.0,1026.0,cv,13.42,0,0
10961,2011,4,2,16,92.0,-12,14.0,1026.0,cv,15.21,0,0
10969,2011,4,3,0,79.0,-1,7.0,1027.0,cv,1.79,0,0
10982,2011,4,3,13,50.0,-13,17.0,1024.0,cv,1.79,0,0
10985,2011,4,3,16,170.0,-13,19.0,1022.0,cv,1.79,0,0
10994,2011,4,4,1,88.0,-4,7.0,1023.0,cv,0.89,0,0
10995,2011,4,4,2,80.0,-3,6.0,1023.0,cv,1.34,0,0
11002,2011,4,4,9,159.0,-8,14.0,1025.0,cv,1.79,0,0
11023,2011,4,5,6,160.0,-5,3.0,1024.0,cv,0.89,0,0
11046,2011,4,6,5,94.0,1,11.0,1017.0,cv,0.89,0,2
11047,2011,4,6,6,120.0,1,10.0,1017.0,cv,1.78,0,0
11070,2011,4,7,5,,5,8.0,1016.0,cv,0.89,0,0
11090,2011,4,8,1,,-10,6.0,1023.0,cv,0.89,0,0
11092,2011,4,8,3,,-9,5.0,1022.0,cv,0.89,0,0
11094,2011,4,8,5,,-5,3.0,1022.0,cv,0.89,0,0
11096,2011,4,8,7,,-8,7.0,1023.0,cv,0.89,0,0
11098,2011,4,8,9,,-10,14.0,1023.0,cv,0.89,0,0
11115,2011,4,9,2,,-3,10.0,1013.0,cv,0.89,0,0
11116,2011,4,9,3,,-3,9.0,1013.0,cv,1.78,0,0
11117,2011,4,9,4,,-3,7.0,1013.0,cv,2.67,0,0
11118,2011,4,9,5,,-4,6.0,1013.0,cv,3.56,0,0
11119,2011,4,9,6,,-3,6.0,1013.0,cv,4.45,0,0
11122,2011,4,9,9,,-3,15.0,1014.0,cv,0.89,0,0
11123,2011,4,9,10,,-2,17.0,1014.0,cv,1.78,0,0
11148,2011,4,10,11,10.0,-17,15.0,1025.0,cv,3.13,0,0
11150,2011,4,10,13,12.0,-18,17.0,1023.0,cv,1.79,0,0
11151,2011,4,10,14,13.0,-16,19.0,1022.0,cv,4.92,0,0
11167,2011,4,11,6,14.0,-12,7.0,1024.0,cv,0.45,0,0
11168,2011,4,11,7,29.0,-16,10.0,1024.0,cv,1.34,0,0
11172,2011,4,11,11,17.0,-14,18.0,1023.0,cv,1.79,0,0
11173,2011,4,11,12,13.0,-14,19.0,1021.0,cv,2.68,0,0
11175,2011,4,11,14,10.0,-14,21.0,1019.0,cv,1.79,0,0
11176,2011,4,11,15,11.0,-16,22.0,1018.0,cv,4.92,0,0
11185,2011,4,12,0,51.0,-9,16.0,1017.0,cv,3.13,0,0
11186,2011,4,12,1,64.0,-4,10.0,1016.0,cv,4.02,0,0
11188,2011,4,12,3,77.0,-5,8.0,1016.0,cv,0.45,0,0
11191,2011,4,12,6,88.0,-5,6.0,1016.0,cv,0.89,0,0
11193,2011,4,12,8,103.0,-4,12.0,1016.0,cv,0.89,0,0
11194,2011,4,12,9,101.0,-4,15.0,1016.0,cv,1.78,0,0
11195,2011,4,12,10,88.0,-4,18.0,1016.0,cv,3.57,0,0
11196,2011,4,12,11,91.0,-4,20.0,1015.0,cv,5.36,0,0
11209,2011,4,13,0,196.0,1,13.0,1011.0,cv,0.89,0,0
11210,2011,4,13,1,186.0,2,13.0,1011.0,cv,1.78,0,0
11211,2011,4,13,2,184.0,2,12.0,1011.0,cv,2.67,0,0
11213,2011,4,13,4,189.0,3,11.0,1011.0,cv,0.89,0,0
11215,2011,4,13,6,231.0,3,10.0,1012.0,cv,0.89,0,0
11217,2011,4,13,8,169.0,5,16.0,1013.0,cv,0.89,0,0
11218,2011,4,13,9,163.0,5,17.0,1013.0,cv,1.78,0,0
11228,2011,4,13,19,172.0,7,20.0,1009.0,cv,0.89,0,0
11231,2011,4,13,22,155.0,7,18.0,1010.0,cv,0.89,0,0
11232,2011,4,13,23,168.0,7,17.0,1009.0,cv,1.78,0,0
11233,2011,4,14,0,163.0,6,16.0,1009.0,cv,2.67,0,0
11234,2011,4,14,1,144.0,8,13.0,1009.0,cv,3.56,0,0
11237,2011,4,14,4,158.0,6,14.0,1007.0,cv,0.89,0,0
11238,2011,4,14,5,162.0,7,14.0,1007.0,cv,1.78,0,0
11248,2011,4,14,15,,-5,31.0,1001.0,cv,1.79,0,0
11282,2011,4,16,1,,-1,10.0,1019.0,cv,0.89,0,0
11283,2011,4,16,2,,-2,9.0,1019.0,cv,1.78,0,0
11285,2011,4,16,4,,-3,8.0,1018.0,cv,0.89,0,0
11286,2011,4,16,5,,-3,7.0,1018.0,cv,1.78,0,0
11287,2011,4,16,6,,-2,7.0,1019.0,cv,2.23,0,0
11288,2011,4,16,7,,-1,10.0,1019.0,cv,3.12,0,0
11290,2011,4,16,9,,-3,14.0,1018.0,cv,1.79,0,0
11291,2011,4,16,10,,-3,16.0,1018.0,cv,2.68,0,0
11306,2011,4,17,1,60.0,2,18.0,1007.0,cv,0.89,0,0
11333,2011,4,18,4,7.0,-11,8.0,1017.0,cv,0.89,0,0
11351,2011,4,18,22,65.0,-5,12.0,1018.0,cv,0.89,0,0
11358,2011,4,19,5,62.0,1,7.0,1020.0,cv,0.89,0,0
11359,2011,4,19,6,59.0,1,6.0,1020.0,cv,1.78,0,0
11380,2011,4,20,3,97.0,2,11.0,1011.0,cv,0.89,0,0
11381,2011,4,20,4,87.0,2,9.0,1010.0,cv,1.78,0,0
11383,2011,4,20,6,97.0,2,9.0,1010.0,cv,0.89,0,0
11387,2011,4,20,10,175.0,5,17.0,1010.0,cv,1.79,0,0
11402,2011,4,21,1,157.0,6,17.0,1008.0,cv,0.89,0,0
11422,2011,4,21,21,49.0,5,8.0,1019.0,cv,0.89,0,0
11423,2011,4,21,22,,6,8.0,1019.0,cv,1.78,0,0
11425,2011,4,22,0,74.0,6,7.0,1019.0,cv,0.89,0,0
11426,2011,4,22,1,,7,8.0,1019.0,cv,1.78,0,0
11427,2011,4,22,2,,5,7.0,1019.0,cv,2.23,0,0
11428,2011,4,22,3,,5,6.0,1018.0,cv,3.12,0,0
11429,2011,4,22,4,,6,7.0,1018.0,cv,3.57,0,0
11434,2011,4,22,9,,7,14.0,1018.0,cv,0.89,0,0
11435,2011,4,22,10,,6,16.0,1017.0,cv,1.78,0,0
11436,2011,4,22,11,39.0,4,17.0,1016.0,cv,2.67,0,0
11438,2011,4,22,13,34.0,1,20.0,1015.0,cv,3.13,0,0
11453,2011,4,23,4,,6,8.0,1013.0,cv,0.45,0,0
11454,2011,4,23,5,,6,8.0,1013.0,cv,0.9,0,0
11465,2011,4,23,16,,0,18.0,1012.0,cv,1.79,0,0
11488,2011,4,24,15,10.0,-7,21.0,1007.0,cv,3.13,0,0
11498,2011,4,25,1,99.0,1,9.0,1006.0,cv,0.89,0,0
11499,2011,4,25,2,73.0,2,9.0,1006.0,cv,1.78,0,0
11500,2011,4,25,3,60.0,2,8.0,1005.0,cv,2.67,0,0
11501,2011,4,25,4,78.0,2,9.0,1005.0,cv,3.56,0,0
11505,2011,4,25,8,122.0,3,13.0,1004.0,cv,0.89,0,0
11525,2011,4,26,4,101.0,5,9.0,1002.0,cv,0.45,0,0
11528,2011,4,26,7,143.0,7,12.0,1003.0,cv,0.89,0,0
11531,2011,4,26,10,86.0,4,18.0,1003.0,cv,7.15,0,0
11542,2011,4,26,21,63.0,4,9.0,1008.0,cv,0.89,0,0
11543,2011,4,26,22,68.0,4,10.0,1008.0,cv,1.78,0,0
11544,2011,4,26,23,82.0,4,7.0,1008.0,cv,2.23,0,0
11552,2011,4,27,7,44.0,4,10.0,1012.0,cv,0.89,0,0
11559,2011,4,27,14,27.0,-3,21.0,1010.0,cv,1.79,0,0
11573,2011,4,28,4,70.0,4,11.0,1009.0,cv,1.79,0,0
11580,2011,4,28,11,84.0,3,19.0,1007.0,cv,1.79,0,0
11581,2011,4,28,12,99.0,2,20.0,1006.0,cv,3.58,0,0
11593,2011,4,29,0,165.0,8,16.0,1002.0,cv,0.89,0,0
11598,2011,4,29,5,,9,13.0,999.0,cv,0.89,0,0
11599,2011,4,29,6,,10,13.0,997.0,cv,1.78,0,0
11616,2011,4,29,23,168.0,12,13.0,1000.0,cv,0.89,0,0
11617,2011,4,30,0,178.0,12,13.0,1000.0,cv,1.78,0,0
11618,2011,4,30,1,170.0,11,12.0,1000.0,cv,2.67,0,0
11628,2011,4,30,11,187.0,0,19.0,1000.0,cv,5.81,0,0
11669,2011,5,2,4,18.0,-1,11.0,1012.0,cv,0.89,0,0
11670,2011,5,2,5,17.0,2,10.0,1012.0,cv,1.78,0,0
11690,2011,5,3,1,16.0,-9,16.0,1015.0,cv,0.89,0,0
11700,2011,5,3,11,14.0,-3,22.0,1016.0,cv,1.79,0,0
11702,2011,5,3,13,15.0,-2,24.0,1015.0,cv,1.79,0,0
11704,2011,5,3,15,13.0,-3,24.0,1013.0,cv,1.79,0,0
11732,2011,5,4,19,63.0,11,14.0,1007.0,cv,0.89,0,0
11733,2011,5,4,20,80.0,11,12.0,1006.0,cv,1.78,0,0
11737,2011,5,5,0,98.0,9,12.0,1005.0,cv,0.89,0,1
11738,2011,5,5,1,110.0,8,13.0,1004.0,cv,1.78,0,0
11739,2011,5,5,2,113.0,10,12.0,1003.0,cv,2.67,0,0
11740,2011,5,5,3,107.0,10,11.0,1003.0,cv,3.12,0,0
11745,2011,5,5,8,147.0,12,13.0,1001.0,cv,0.89,0,0
11746,2011,5,5,9,148.0,12,14.0,1001.0,cv,1.78,0,0
11748,2011,5,5,11,201.0,11,17.0,1002.0,cv,1.79,0,0
11749,2011,5,5,12,188.0,11,18.0,1002.0,cv,2.68,0,0
11760,2011,5,5,23,75.0,0,14.0,1004.0,cv,0.89,0,0
11761,2011,5,6,0,97.0,4,12.0,1004.0,cv,1.78,0,0
11762,2011,5,6,1,110.0,4,10.0,1004.0,cv,2.67,0,0
11764,2011,5,6,3,98.0,3,10.0,1003.0,cv,0.89,0,0
11766,2011,5,6,5,86.0,2,11.0,1003.0,cv,0.89,0,0
11768,2011,5,6,7,60.0,4,13.0,1003.0,cv,0.89,0,0
