No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
9458,2011,1,30,1,22.0,-22,-6.0,1036.0,NW,88.07,0,0
9459,2011,1,30,2,10.0,-21,-6.0,1036.0,NW,93.88,0,0
9460,2011,1,30,3,19.0,-22,-6.0,1036.0,NW,99.69,0,0
9461,2011,1,30,4,7.0,-21,-6.0,1036.0,NW,104.61,0,0
9462,2011,1,30,5,8.0,-22,-7.0,1036.0,NW,108.63,0,0
9463,2011,1,30,6,8.0,-21,-7.0,1036.0,NW,114.44,0,0
9464,2011,1,30,7,9.0,-21,-7.0,1036.0,NW,120.25,0,0
9465,2011,1,30,8,17.0,-21,-6.0,1036.0,NW,125.17,0,0
9466,2011,1,30,9,19.0,-21,-4.0,1036.0,NW,130.98,0,0
9467,2011,1,30,10,21.0,-20,-3.0,1036.0,NW,138.13,0,0
9468,2011,1,30,11,24.0,-20,-1.0,1036.0,NW,147.07,0,0
9469,2011,1,30,12,16.0,-22,0.0,1035.0,NW,156.01,0,0
9470,2011,1,30,13,14.0,-22,1.0,1033.0,NW,164.95,0,0
9471,2011,1,30,14,16.0,-22,2.0,1032.0,NW,173.89,0,0
9472,2011,1,30,15,16.0,-22,2.0,1031.0,NW,181.94,0,0
9473,2011,1,30,16,11.0,-21,3.0,1030.0,NW,189.09,0,0
9474,2011,1,30,17,13.0,-21,3.0,1030.0,NW,194.01,0,0
9475,2011,1,30,18,16.0,-21,2.0,1031.0,NW,198.93,0,0
9476,2011,1,30,19,37.0,-21,0.0,1031.0,NW,202.06,0,0
9477,2011,1,30,20,46.0,-20,1.0,1031.0,NW,205.19,0,0
9478,2011,1,30,21,45.0,-18,-2.0,1032.0,NW,208.32,0,0
9481,2011,1,31,0,21.0,-18,-3.0,1032.0,NW,4.92,0,0
9482,2011,1,31,1,15.0,-18,-4.0,1031.0,NW,9.84,0,0
9483,2011,1,31,2,12.0,-19,-5.0,1031.0,NW,12.97,0,0
9484,2011,1,31,3,12.0,-18,-5.0,1031.0,NW,16.1,0,0
9485,2011,1,31,4,15.0,-19,-6.0,1030.0,NW,19.23,0,0
9486,2011,1,31,5,13.0,-19,-9.0,1030.0,NW,23.25,0,0
9488,2011,1,31,7,25.0,-18,-9.0,1030.0,NW,4.02,0,0
9489,2011,1,31,8,43.0,-18,-8.0,1031.0,NW,7.15,0,0
9490,2011,1,31,9,23.0,-18,-2.0,1031.0,NW,10.28,0,0
9491,2011,1,31,10,27.0,-19,1.0,1030.0,NW,15.2,0,0
9492,2011,1,31,11,19.0,-20,4.0,1030.0,NW,19.22,0,0
9493,2011,1,31,12,23.0,-21,6.0,1029.0,NW,26.37,0,0
9494,2011,1,31,13,23.0,-20,7.0,1027.0,NW,33.52,0,0
9495,2011,1,31,14,17.0,-19,8.0,1026.0,NW,40.67,0,0
9496,2011,1,31,15,21.0,-19,8.0,1025.0,NW,46.48,0,0
9497,2011,1,31,16,18.0,-19,8.0,1025.0,NW,52.29,0,0
9498,2011,1,31,17,28.0,-20,7.0,1025.0,NW,56.31,0,0
9499,2011,1,31,18,24.0,-20,6.0,1025.0,NW,59.44,0,0
9500,2011,1,31,19,46.0,-20,4.0,1025.0,NW,64.36,0,0
9501,2011,1,31,20,61.0,-21,4.0,1025.0,NW,68.38,0,0
9502,2011,1,31,21,69.0,-20,2.0,1025.0,NW,71.51,0,0
9503,2011,1,31,22,68.0,-19,2.0,1025.0,NW,74.64,0,0
9504,2011,1,31,23,55.0,-18,-3.0,1025.0,NW,77.77,0,0
9505,2011,2,1,0,33.0,-17,-4.0,1025.0,NW,80.9,0,0
9506,2011,2,1,1,43.0,-17,-5.0,1024.0,NW,84.92,0,0
9507,2011,2,1,2,28.0,-17,-5.0,1025.0,NW,89.84,0,0
9508,2011,2,1,3,34.0,-18,-6.0,1024.0,NW,94.76,0,0
9509,2011,2,1,4,29.0,-17,-6.0,1024.0,NW,98.78,0,0
9510,2011,2,1,5,37.0,-17,-4.0,1024.0,NW,101.91,0,0
9511,2011,2,1,6,34.0,-17,-4.0,1023.0,NW,105.04,0,0
9517,2011,2,1,12,29.0,-20,6.0,1023.0,NW,3.13,0,0
9518,2011,2,1,13,20.0,-22,7.0,1022.0,NW,10.28,0,0
9519,2011,2,1,14,27.0,-22,9.0,1021.0,NW,17.43,0,0
9520,2011,2,1,15,23.0,-22,9.0,1020.0,NW,22.35,0,0
9521,2011,2,1,16,28.0,-21,8.0,1020.0,NW,28.16,0,0
9522,2011,2,1,17,22.0,-22,7.0,1020.0,NW,32.18,0,0
9523,2011,2,1,18,29.0,-22,6.0,1021.0,NW,37.1,0,0
9524,2011,2,1,19,30.0,-22,5.0,1021.0,NW,42.02,0,0
9525,2011,2,1,20,42.0,-22,3.0,1021.0,NW,46.04,0,0
9526,2011,2,1,21,49.0,-22,4.0,1021.0,NW,50.06,0,0
9527,2011,2,1,22,49.0,-22,3.0,1021.0,NW,54.08,0,0
9528,2011,2,1,23,59.0,-22,3.0,1021.0,NW,57.21,0,0
9529,2011,2,2,0,84.0,-20,-2.0,1021.0,NW,61.23,0,0
9531,2011,2,2,2,70.0,-19,-6.0,1021.0,NW,3.13,0,0
9532,2011,2,2,3,95.0,-19,-6.0,1020.0,NW,6.26,0,0
9534,2011,2,2,5,47.0,-19,-4.0,1020.0,NW,4.02,0,0
9535,2011,2,2,6,42.0,-19,-7.0,1020.0,NW,7.15,0,0
9536,2011,2,2,7,56.0,-20,-7.0,1020.0,NW,10.28,0,0
9537,2011,2,2,8,48.0,-18,-4.0,1021.0,NW,14.3,0,0
9538,2011,2,2,9,42.0,-18,-2.0,1021.0,NW,18.32,0,0
9539,2011,2,2,10,45.0,-20,1.0,1022.0,NW,21.45,0,0
9540,2011,2,2,11,60.0,-21,4.0,1022.0,NW,24.58,0,0
9541,2011,2,2,12,65.0,-21,5.0,1021.0,NW,28.6,0,0
9542,2011,2,2,13,55.0,-20,7.0,1019.0,NW,31.73,0,0
9543,2011,2,2,14,38.0,-20,7.0,1019.0,NW,39.78,0,0
9544,2011,2,2,15,33.0,-18,6.0,1019.0,NW,47.83,0,0
9545,2011,2,2,16,34.0,-16,5.0,1020.0,NW,57.66,0,0
9546,2011,2,2,17,19.0,-17,5.0,1020.0,NW,65.71,0,0
9547,2011,2,2,18,18.0,-17,3.0,1021.0,NW,73.76,0,0
9548,2011,2,2,19,29.0,-18,3.0,1022.0,NW,81.81,0,0
9549,2011,2,2,20,44.0,-17,2.0,1022.0,NW,87.62,0,0
9550,2011,2,2,21,89.0,-17,2.0,1023.0,NW,94.77,0,0
9551,2011,2,2,22,61.0,-17,1.0,1023.0,NW,100.58,0,0
9552,2011,2,2,23,61.0,-16,-3.0,1023.0,NW,103.71,0,0
9553,2011,2,3,0,75.0,-17,-4.0,1024.0,NW,107.73,0,0
9554,2011,2,3,1,348.0,-17,-3.0,1024.0,NW,111.75,0,0
9555,2011,2,3,2,79.0,-17,-2.0,1024.0,NW,116.67,0,0
9556,2011,2,3,3,40.0,-17,-5.0,1024.0,NW,119.8,0,0
9557,2011,2,3,4,25.0,-17,-8.0,1024.0,NW,122.93,0,0
9558,2011,2,3,5,29.0,-17,-7.0,1023.0,NW,126.06,0,0
9559,2011,2,3,6,23.0,-17,-7.0,1023.0,NW,129.19,0,0
9560,2011,2,3,7,24.0,-17,-9.0,1024.0,NW,133.21,0,0
9562,2011,2,3,9,46.0,-16,-2.0,1024.0,NW,4.92,0,0
9564,2011,2,3,11,30.0,-18,2.0,1023.0,NW,3.13,0,0
9565,2011,2,3,12,36.0,-18,3.0,1022.0,NW,4.92,0,0
9567,2011,2,3,14,44.0,-19,6.0,1019.0,NW,1.79,0,0
9578,2011,2,4,1,378.0,-16,-7.0,1019.0,NW,0.89,0,0
9580,2011,2,4,3,263.0,-16,-7.0,1019.0,NW,1.79,0,0
9581,2011,2,4,4,234.0,-15,-4.0,1019.0,NW,4.92,0,0
9582,2011,2,4,5,171.0,-16,-4.0,1019.0,NW,6.71,0,0
9583,2011,2,4,6,100.0,-16,-3.0,1019.0,NW,9.84,0,0
9584,2011,2,4,7,83.0,-16,-3.0,1020.0,NW,12.97,0,0
9585,2011,2,4,8,77.0,-15,0.0,1021.0,NW,16.99,0,0
9586,2011,2,4,9,86.0,-17,0.0,1022.0,NW,21.91,0,0
9587,2011,2,4,10,102.0,-17,2.0,1022.0,NW,25.93,0,0
9588,2011,2,4,11,77.0,-13,4.0,1023.0,NW,29.95,0,0
9619,2011,2,5,18,178.0,-9,-1.0,1014.0,NW,1.79,0,0
9620,2011,2,5,19,169.0,-10,-4.0,1014.0,NW,4.92,0,0
9621,2011,2,5,20,155.0,-10,-3.0,1015.0,NW,6.71,0,0
9624,2011,2,5,23,201.0,-9,-3.0,1016.0,NW,4.02,0,0
9625,2011,2,6,0,220.0,-9,-2.0,1017.0,NW,8.04,0,0
9630,2011,2,6,5,19.0,-10,-3.0,1020.0,NW,4.02,0,0
9631,2011,2,6,6,22.0,-10,-2.0,1020.0,NW,5.81,0,0
9633,2011,2,6,8,31.0,-10,-1.0,1023.0,NW,1.79,0,0
9636,2011,2,6,11,29.0,-12,6.0,1023.0,NW,4.02,0,0
9637,2011,2,6,12,25.0,-10,8.0,1022.0,NW,7.15,0,0
9638,2011,2,6,13,27.0,-10,9.0,1020.0,NW,11.17,0,0
9675,2011,2,8,2,121.0,-10,-7.0,1013.0,NW,0.89,0,0
9676,2011,2,8,3,133.0,-12,-7.0,1013.0,NW,2.68,0,0
9677,2011,2,8,4,128.0,-12,-8.0,1013.0,NW,5.81,0,0
9678,2011,2,8,5,162.0,-11,-7.0,1012.0,NW,8.94,0,0
9679,2011,2,8,6,168.0,-11,-7.0,1012.0,NW,12.07,0,0
9680,2011,2,8,7,148.0,-10,-5.0,1013.0,NW,16.99,0,0
9681,2011,2,8,8,119.0,-11,-4.0,1014.0,NW,20.12,0,0
9682,2011,2,8,9,118.0,-10,-1.0,1015.0,NW,25.04,0,0
9747,2011,2,11,2,105.0,-6,-5.0,1028.0,NW,1.79,0,0
9748,2011,2,11,3,103.0,-6,-5.0,1028.0,NW,3.58,0,0
9749,2011,2,11,4,96.0,-5,-5.0,1027.0,NW,5.37,0,0
9750,2011,2,11,5,104.0,-6,-5.0,1027.0,NW,6.26,0,0
9751,2011,2,11,6,102.0,-6,-6.0,1028.0,NW,8.05,0,0
9752,2011,2,11,7,111.0,-7,-6.0,1028.0,NW,12.07,0,0
9754,2011,2,11,9,239.0,-13,-2.0,1030.0,NW,11.18,0,0
9755,2011,2,11,10,132.0,-13,-2.0,1030.0,NW,23.25,0,0
9756,2011,2,11,11,66.0,-15,-2.0,1031.0,NW,36.21,0,0
9757,2011,2,11,12,41.0,-14,-2.0,1031.0,NW,48.28,0,0
9758,2011,2,11,13,13.0,-15,-1.0,1030.0,NW,58.11,0,0
9759,2011,2,11,14,10.0,-15,-1.0,1030.0,NW,69.29,0,0
9760,2011,2,11,15,8.0,-16,-1.0,1030.0,NW,80.47,0,0
9761,2011,2,11,16,12.0,-16,-1.0,1030.0,NW,91.65,0,0
9762,2011,2,11,17,12.0,-17,-2.0,1031.0,NW,101.48,0,0
9763,2011,2,11,18,7.0,-17,-3.0,1032.0,NW,109.53,0,0
9765,2011,2,11,20,10.0,-18,-4.0,1034.0,NW,5.81,0,0
9766,2011,2,11,21,8.0,-18,-7.0,1035.0,NW,9.83,0,0
9768,2011,2,11,23,9.0,-19,-7.0,1036.0,NW,1.79,0,0
9775,2011,2,12,6,10.0,-20,-12.0,1035.0,NW,4.02,0,0
9776,2011,2,12,7,12.0,-20,-10.0,1035.0,NW,7.15,0,0
9779,2011,2,12,10,21.0,-19,-6.0,1034.0,NW,3.13,0,0
9780,2011,2,12,11,22.0,-18,-4.0,1034.0,NW,6.26,0,0
9781,2011,2,12,12,23.0,-18,-4.0,1033.0,NW,8.05,0,0
9807,2011,2,13,14,86.0,-8,-3.0,1030.0,NW,1.79,0,0
9814,2011,2,13,21,115.0,-8,-4.0,1032.0,NW,3.13,0,0
9815,2011,2,13,22,12.0,-13,-5.0,1032.0,NW,8.05,0,0
9816,2011,2,13,23,13.0,-15,-5.0,1033.0,NW,12.07,0,0
9817,2011,2,14,0,11.0,-18,-7.0,1033.0,NW,16.09,0,0
9818,2011,2,14,1,6.0,-18,-10.0,1033.0,NW,19.22,0,0
9819,2011,2,14,2,8.0,-20,-8.0,1033.0,NW,23.24,0,0
9820,2011,2,14,3,8.0,-20,-11.0,1033.0,NW,26.37,0,0
9821,2011,2,14,4,7.0,-19,-9.0,1033.0,NW,28.16,0,0
9824,2011,2,14,7,22.0,-20,-11.0,1034.0,NW,3.13,0,0
9831,2011,2,14,14,28.0,-17,0.0,1031.0,NW,3.13,0,0
9845,2011,2,15,4,122.0,-15,-11.0,1029.0,NW,0.89,0,0
9864,2011,2,15,23,328.0,-9,-6.0,1025.0,NW,1.79,0,0
9865,2011,2,16,0,335.0,-10,-7.0,1025.0,NW,3.58,0,0
9866,2011,2,16,1,312.0,-9,-6.0,1025.0,NW,5.37,0,0
9867,2011,2,16,2,299.0,-10,-8.0,1024.0,NW,6.26,0,0
9869,2011,2,16,4,277.0,-11,-9.0,1023.0,NW,1.79,0,0
9890,2011,2,17,1,327.0,-6,-5.0,1022.0,NW,1.79,0,0
9891,2011,2,17,2,328.0,-6,-5.0,1022.0,NW,2.68,0,0
9892,2011,2,17,3,316.0,-7,-5.0,1022.0,NW,4.47,0,0
9893,2011,2,17,4,315.0,-8,-7.0,1022.0,NW,7.6,0,0
9894,2011,2,17,5,273.0,-7,-5.0,1023.0,NW,11.62,0,0
9895,2011,2,17,6,254.0,-6,-4.0,1024.0,NW,15.64,0,0
9896,2011,2,17,7,226.0,-7,-4.0,1025.0,NW,17.43,0,0
9897,2011,2,17,8,237.0,-6,-3.0,1026.0,NW,20.56,0,0
9898,2011,2,17,9,224.0,-5,-2.0,1027.0,NW,22.35,0,0
9899,2011,2,17,10,234.0,-6,1.0,1027.0,NW,24.14,0,0
9901,2011,2,17,12,104.0,-8,5.0,1026.0,NW,3.13,0,0
9902,2011,2,17,13,75.0,-8,6.0,1025.0,NW,4.92,0,0
9904,2011,2,17,15,50.0,-10,7.0,1024.0,NW,1.79,0,0
9917,2011,2,18,4,384.0,-9,-7.0,1027.0,NW,0.89,0,0
9918,2011,2,18,5,282.0,-9,-7.0,1027.0,NW,2.68,0,0
9919,2011,2,18,6,88.0,-12,-7.0,1028.0,NW,5.81,0,0
9920,2011,2,18,7,41.0,-12,-5.0,1028.0,NW,7.6,0,0
9921,2011,2,18,8,51.0,-10,-4.0,1029.0,NW,9.39,0,0
9922,2011,2,18,9,46.0,-12,0.0,1029.0,NW,13.41,0,0
9923,2011,2,18,10,48.0,-14,2.0,1029.0,NW,16.54,0,0
9924,2011,2,18,11,51.0,-14,4.0,1029.0,NW,19.67,0,0
9926,2011,2,18,13,50.0,-14,6.0,1026.0,NW,1.79,0,0
9939,2011,2,19,2,253.0,-9,-6.0,1026.0,NW,1.79,0,0
9940,2011,2,19,3,283.0,-8,-5.0,1025.0,NW,4.92,0,0
9941,2011,2,19,4,259.0,-9,-3.0,1025.0,NW,6.71,0,0
9942,2011,2,19,5,140.0,-10,-5.0,1025.0,NW,8.5,0,0
9943,2011,2,19,6,120.0,-9,-3.0,1025.0,NW,12.52,0,0
9944,2011,2,19,7,154.0,-10,-5.0,1025.0,NW,15.65,0,0
9945,2011,2,19,8,166.0,-10,-2.0,1026.0,NW,19.67,0,0
9946,2011,2,19,9,144.0,-10,0.0,1026.0,NW,23.69,0,0
9947,2011,2,19,10,138.0,-11,3.0,1025.0,NW,27.71,0,0
9948,2011,2,19,11,131.0,-11,5.0,1025.0,NW,30.84,0,0
9949,2011,2,19,12,113.0,-11,7.0,1024.0,NW,32.63,0,0
9964,2011,2,20,3,355.0,-7,-4.0,1026.0,NW,0.89,0,0
9965,2011,2,20,4,342.0,-7,-5.0,1026.0,NW,2.68,0,0
9966,2011,2,20,5,202.0,-7,-4.0,1026.0,NW,3.57,0,0
9967,2011,2,20,6,130.0,-8,-6.0,1026.0,NW,5.36,0,0
9969,2011,2,20,8,113.0,-8,-5.0,1028.0,NW,0.89,0,0
9992,2011,2,21,7,528.0,-6,-4.0,1026.0,NW,1.79,0,0
10004,2011,2,21,19,498.0,-4,2.0,1023.0,NW,1.79,0,0
10011,2011,2,22,2,494.0,-6,-4.0,1023.0,NW,0.89,0,0
10012,2011,2,22,3,481.0,-5,-3.0,1023.0,NW,1.78,0,0
10013,2011,2,22,4,445.0,-5,-4.0,1022.0,NW,2.67,0,0
10014,2011,2,22,5,431.0,-7,-5.0,1022.0,NW,4.46,0,0
10015,2011,2,22,6,423.0,-6,-4.0,1022.0,NW,6.25,0,0
10016,2011,2,22,7,457.0,-6,-4.0,1022.0,NW,8.04,0,0
10017,2011,2,22,8,434.0,-5,-3.0,1023.0,NW,9.83,0,0
10027,2011,2,22,18,335.0,-5,5.0,1017.0,NW,1.79,0,0
10028,2011,2,22,19,394.0,-5,2.0,1018.0,NW,2.68,0,0
10038,2011,2,23,5,415.0,-5,-2.0,1017.0,NW,1.79,0,0
10039,2011,2,23,6,406.0,-5,-3.0,1017.0,NW,2.68,0,0
10040,2011,2,23,7,421.0,-5,-3.0,1017.0,NW,4.47,0,0
10041,2011,2,23,8,420.0,-4,-1.0,1017.0,NW,7.6,0,0
10042,2011,2,23,9,393.0,-4,0.0,1017.0,NW,9.39,0,0
10044,2011,2,23,11,401.0,-4,4.0,1016.0,NW,1.79,0,0
10051,2011,2,23,18,396.0,-3,6.0,1013.0,NW,1.79,0,0
10052,2011,2,23,19,436.0,-4,3.0,1013.0,NW,4.92,0,0
10053,2011,2,23,20,470.0,-4,3.0,1014.0,NW,8.05,0,0
10054,2011,2,23,21,451.0,-4,3.0,1015.0,NW,11.18,0,0
10055,2011,2,23,22,436.0,-3,3.0,1015.0,NW,14.31,0,0
10056,2011,2,23,23,411.0,-3,3.0,1015.0,NW,18.33,0,0
10057,2011,2,24,0,418.0,-3,2.0,1016.0,NW,22.35,0,0
10058,2011,2,24,1,424.0,-3,2.0,1017.0,NW,23.24,0,0
10059,2011,2,24,2,413.0,-4,0.0,1017.0,NW,26.37,0,0
10060,2011,2,24,3,404.0,-4,1.0,1017.0,NW,28.16,0,0
10061,2011,2,24,4,397.0,-5,-3.0,1018.0,NW,32.18,0,0
10062,2011,2,24,5,285.0,-5,-3.0,1018.0,NW,36.2,0,0
10063,2011,2,24,6,215.0,-5,-2.0,1019.0,NW,39.33,0,0
10064,2011,2,24,7,136.0,-7,-2.0,1020.0,NW,43.35,0,0
10065,2011,2,24,8,119.0,-8,3.0,1022.0,NW,48.27,0,0
10066,2011,2,24,9,38.0,-10,6.0,1023.0,NW,53.19,0,0
10068,2011,2,24,11,13.0,-14,9.0,1023.0,NW,4.92,0,0
10071,2011,2,24,14,29.0,-17,11.0,1022.0,NW,4.02,0,0
10072,2011,2,24,15,34.0,-18,11.0,1022.0,NW,8.04,0,0
10073,2011,2,24,16,28.0,-19,11.0,1022.0,NW,12.96,0,0
10074,2011,2,24,17,24.0,-19,11.0,1022.0,NW,17.88,0,0
10088,2011,2,25,7,106.0,-7,-5.0,1032.0,NW,1.79,0,0
10109,2011,2,26,4,36.0,-6,-1.0,1029.0,NW,1.79,1,0
10126,2011,2,26,21,103.0,-3,-1.0,1026.0,NW,1.79,0,0
10127,2011,2,26,22,109.0,-3,0.0,1026.0,NW,4.92,0,0
10128,2011,2,26,23,116.0,-3,0.0,1026.0,NW,6.71,0,0
10131,2011,2,27,2,127.0,-3,-1.0,1027.0,NW,1.79,0,0
10132,2011,2,27,3,123.0,-3,-1.0,1026.0,NW,4.92,0,0
10133,2011,2,27,4,115.0,-3,-1.0,1026.0,NW,8.05,0,0
10134,2011,2,27,5,105.0,-3,0.0,1026.0,NW,9.84,0,0
10151,2011,2,27,22,32.0,-8,-3.0,1028.0,NW,3.13,0,0
10153,2011,2,28,0,25.0,-9,-2.0,1027.0,NW,1.79,0,0
10154,2011,2,28,1,31.0,-9,-3.0,1028.0,NW,4.92,0,0
10156,2011,2,28,3,26.0,-9,-1.0,1027.0,NW,3.13,0,0
10157,2011,2,28,4,25.0,-10,-2.0,1027.0,NW,6.26,0,0
10158,2011,2,28,5,15.0,-10,-2.0,1026.0,NW,8.05,0,0
10159,2011,2,28,6,20.0,-11,-3.0,1026.0,NW,9.84,0,0
10160,2011,2,28,7,32.0,-10,-3.0,1027.0,NW,12.97,0,0
10161,2011,2,28,8,37.0,-9,-2.0,1029.0,NW,16.99,0,0
10162,2011,2,28,9,37.0,-10,0.0,1029.0,NW,20.12,0,0
10163,2011,2,28,10,18.0,-11,2.0,1028.0,NW,23.25,0,0
10164,2011,2,28,11,20.0,-12,3.0,1028.0,NW,29.06,0,0
10165,2011,2,28,12,13.0,-11,4.0,1028.0,NW,33.98,0,0
10166,2011,2,28,13,12.0,-12,5.0,1026.0,NW,39.79,0,0
10167,2011,2,28,14,12.0,-13,6.0,1026.0,NW,46.94,0,0
10168,2011,2,28,15,12.0,-13,6.0,1025.0,NW,51.86,0,0
10169,2011,2,28,16,15.0,-12,6.0,1024.0,NW,55.88,0,0
10170,2011,2,28,17,20.0,-13,5.0,1025.0,NW,59.9,0,0
10171,2011,2,28,18,16.0,-12,5.0,1025.0,NW,64.82,0,0
10172,2011,2,28,19,18.0,-12,4.0,1026.0,NW,69.74,0,0
10173,2011,2,28,20,15.0,-12,3.0,1026.0,NW,74.66,0,0
10174,2011,2,28,21,8.0,-12,2.0,1027.0,NW,78.68,0,0
10175,2011,2,28,22,7.0,-12,2.0,1028.0,NW,83.6,0,0
10176,2011,2,28,23,8.0,-12,1.0,1028.0,NW,88.52,0,0
10177,2011,3,1,0,12.0,-11,-1.0,1028.0,NW,93.44,0,0
10179,2011,3,1,2,9.0,-12,-4.0,1028.0,NW,3.13,0,0
10180,2011,3,1,3,11.0,-12,-4.0,1028.0,NW,6.26,0,0
10181,2011,3,1,4,17.0,-12,-3.0,1028.0,NW,8.05,0,0
10182,2011,3,1,5,9.0,-13,-4.0,1028.0,NW,9.84,0,0
10183,2011,3,1,6,11.0,-15,-4.0,1028.0,NW,14.76,0,0
10184,2011,3,1,7,12.0,-15,-4.0,1028.0,NW,19.68,0,0
10185,2011,3,1,8,17.0,-15,-2.0,1029.0,NW,24.6,0,0
10186,2011,3,1,9,20.0,-15,0.0,1028.0,NW,28.62,0,0
10187,2011,3,1,10,18.0,-17,2.0,1028.0,NW,35.77,0,0
10188,2011,3,1,11,28.0,-16,2.0,1027.0,NW,40.69,0,0
10189,2011,3,1,12,16.0,-17,4.0,1026.0,NW,46.5,0,0
10190,2011,3,1,13,16.0,-17,4.0,1025.0,NW,49.63,0,0
10191,2011,3,1,14,11.0,-17,6.0,1023.0,NW,56.78,0,0
10192,2011,3,1,15,19.0,-17,7.0,1022.0,NW,64.83,0,0
10193,2011,3,1,16,17.0,-17,7.0,1022.0,NW,73.77,0,0
10194,2011,3,1,17,15.0,-16,6.0,1021.0,NW,81.82,0,0
10195,2011,3,1,18,14.0,-16,5.0,1021.0,NW,87.63,0,0
10196,2011,3,1,19,28.0,-15,5.0,1022.0,NW,92.55,0,0
10197,2011,3,1,20,80.0,-15,3.0,1023.0,NW,96.57,0,0
10198,2011,3,1,21,87.0,-14,0.0,1024.0,NW,100.59,0,0
10199,2011,3,1,22,51.0,-14,0.0,1025.0,NW,104.61,0,0
10200,2011,3,1,23,37.0,-15,0.0,1026.0,NW,108.63,0,0
10201,2011,3,2,0,9.0,-18,1.0,1026.0,NW,115.78,0,0
10202,2011,3,2,1,11.0,-16,-1.0,1026.0,NW,121.59,0,0
10203,2011,3,2,2,14.0,-16,-2.0,1026.0,NW,124.72,0,0
10209,2011,3,2,8,33.0,-12,-3.0,1028.0,NW,1.79,0,0
10213,2011,3,2,12,18.0,-16,5.0,1026.0,NW,5.81,0,0
10214,2011,3,2,13,27.0,-17,6.0,1024.0,NW,10.73,0,0
10215,2011,3,2,14,10.0,-18,7.0,1023.0,NW,16.54,0,0
10216,2011,3,2,15,16.0,-18,8.0,1023.0,NW,25.48,0,0
10217,2011,3,2,16,32.0,-17,8.0,1022.0,NW,34.42,0,0
10218,2011,3,2,17,49.0,-17,7.0,1022.0,NW,41.57,0,0
10219,2011,3,2,18,40.0,-13,6.0,1023.0,NW,46.49,0,0
10220,2011,3,2,19,69.0,-16,4.0,1024.0,NW,50.51,0,0
10221,2011,3,2,20,42.0,-15,3.0,1025.0,NW,55.43,0,0
10222,2011,3,2,21,20.0,-16,3.0,1026.0,NW,60.35,0,0
10223,2011,3,2,22,20.0,-16,3.0,1026.0,NW,66.16,0,0
10224,2011,3,2,23,16.0,-15,2.0,1027.0,NW,71.97,0,0
10225,2011,3,3,0,9.0,-16,1.0,1028.0,NW,81.8,0,0
10226,2011,3,3,1,8.0,-16,0.0,1028.0,NW,89.85,0,0
10227,2011,3,3,2,9.0,-16,0.0,1028.0,NW,97.0,0,0
10228,2011,3,3,3,10.0,-14,0.0,1028.0,NW,102.81,0,0
10229,2011,3,3,4,8.0,-14,-1.0,1028.0,NW,107.73,0,0
10230,2011,3,3,5,8.0,-14,-2.0,1028.0,NW,110.86,0,0
10231,2011,3,3,6,9.0,-14,-2.0,1028.0,NW,114.88,0,0
10232,2011,3,3,7,10.0,-14,-1.0,1028.0,NW,119.8,0,0
10233,2011,3,3,8,13.0,-15,1.0,1029.0,NW,124.72,0,0
10234,2011,3,3,9,13.0,-16,3.0,1029.0,NW,130.53,0,0
10235,2011,3,3,10,26.0,-16,4.0,1029.0,NW,137.68,0,0
10236,2011,3,3,11,15.0,-17,6.0,1028.0,NW,144.83,0,0
10237,2011,3,3,12,19.0,-17,6.0,1028.0,NW,151.98,0,0
10238,2011,3,3,13,18.0,-17,7.0,1027.0,NW,159.13,0,0
10239,2011,3,3,14,16.0,-17,8.0,1026.0,NW,166.28,0,0
10240,2011,3,3,15,15.0,-17,9.0,1025.0,NW,172.09,0,0
10241,2011,3,3,16,12.0,-16,9.0,1025.0,NW,179.24,0,0
10242,2011,3,3,17,17.0,-15,9.0,1024.0,NW,185.05,0,0
10243,2011,3,3,18,9.0,-15,8.0,1024.0,NW,189.97,0,0
10244,2011,3,3,19,9.0,-14,7.0,1025.0,NW,195.78,0,0
10245,2011,3,3,20,11.0,-14,6.0,1025.0,NW,200.7,0,0
10246,2011,3,3,21,37.0,-14,6.0,1026.0,NW,205.62,0,0
10248,2011,3,3,23,40.0,-13,4.0,1025.0,NW,3.13,0,0
10249,2011,3,4,0,43.0,-13,3.0,1025.0,NW,6.26,0,0
10253,2011,3,4,4,46.0,-10,-5.0,1025.0,NW,1.79,0,0
10254,2011,3,4,5,52.0,-10,-3.0,1025.0,NW,2.68,0,0
10259,2011,3,4,10,43.0,-12,5.0,1025.0,NW,1.79,0,0
10261,2011,3,4,12,57.0,-13,9.0,1024.0,NW,1.79,0,0
10294,2011,3,5,21,130.0,-4,4.0,1018.0,NW,1.79,0,0
10296,2011,3,5,23,129.0,-9,6.0,1020.0,NW,3.13,0,0
10297,2011,3,6,0,55.0,-11,6.0,1021.0,NW,6.26,0,0
10298,2011,3,6,1,20.0,-12,7.0,1021.0,NW,9.39,0,0
10299,2011,3,6,2,15.0,-12,8.0,1021.0,NW,14.31,0,0
10300,2011,3,6,3,14.0,-12,7.0,1022.0,NW,21.46,0,0
10301,2011,3,6,4,12.0,-11,7.0,1022.0,NW,31.29,0,0
10302,2011,3,6,5,12.0,-10,6.0,1022.0,NW,40.23,0,0
10303,2011,3,6,6,24.0,-10,5.0,1024.0,NW,51.41,0,0
10304,2011,3,6,7,6.0,-10,5.0,1025.0,NW,58.56,0,0
