No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
10935,2011,4,1,14,15.0,-16,11.0,1027.0,NE,107.3,0,0
10939,2011,4,1,18,19.0,-3,7.0,1029.0,NE,3.13,0,1
10971,2011,4,3,2,143.0,-1,4.0,1027.0,NE,0.89,0,0
11067,2011,4,7,2,,4,9.0,1015.0,NE,1.79,0,0
11093,2011,4,8,4,,-8,4.0,1022.0,NE,0.89,0,0
11121,2011,4,9,8,,-3,12.0,1014.0,NE,1.79,0,0
11134,2011,4,9,21,77.0,-4,21.0,1012.0,NE,3.13,0,0
11135,2011,4,9,22,80.0,-3,20.0,1013.0,NE,8.94,0,0
11136,2011,4,9,23,82.0,-6,18.0,1014.0,NE,16.99,0,0
11137,2011,4,10,0,,-5,15.0,1016.0,NE,28.17,0,0
11138,2011,4,10,1,50.0,-3,13.0,1018.0,NE,37.11,0,0
11139,2011,4,10,2,39.0,-2,12.0,1019.0,NE,44.26,0,0
11140,2011,4,10,3,24.0,-4,11.0,1019.0,NE,52.31,0,0
11141,2011,4,10,4,28.0,-12,11.0,1020.0,NE,59.46,0,0
11147,2011,4,10,10,8.0,-17,14.0,1025.0,NE,4.02,0,0
11149,2011,4,10,12,12.0,-17,16.0,1024.0,NE,3.13,0,0
11214,2011,4,13,5,201.0,3,10.0,1011.0,NE,0.89,0,0
11219,2011,4,13,10,142.0,5,19.0,1013.0,NE,1.79,0,0
11260,2011,4,15,3,,-3,16.0,1004.0,NE,4.92,0,0
11261,2011,4,15,4,,-5,19.0,1005.0,NE,10.73,0,0
11262,2011,4,15,5,,-3,19.0,1007.0,NE,17.88,0,0
11264,2011,4,15,7,,-3,19.0,1010.0,NE,9.83,0,0
11267,2011,4,15,10,,-7,21.0,1013.0,NE,8.05,0,0
11269,2011,4,15,12,,-8,23.0,1013.0,NE,8.05,0,0
11270,2011,4,15,13,28.0,-8,23.0,1012.0,NE,13.86,0,0
11271,2011,4,15,14,26.0,-6,23.0,1012.0,NE,19.67,0,0
11272,2011,4,15,15,27.0,-6,24.0,1012.0,NE,24.59,0,0
11273,2011,4,15,16,25.0,-6,23.0,1012.0,NE,29.51,0,0
11274,2011,4,15,17,,-6,23.0,1012.0,NE,33.53,0,0
11275,2011,4,15,18,,-7,22.0,1012.0,NE,36.66,0,0
11334,2011,4,18,5,4.0,-8,7.0,1017.0,NE,1.79,0,0
11335,2011,4,18,6,6.0,-11,9.0,1017.0,NE,3.58,0,0
11339,2011,4,18,10,5.0,-12,16.0,1018.0,NE,9.83,0,0
11342,2011,4,18,13,11.0,-10,19.0,1016.0,NE,5.81,0,0
11344,2011,4,18,15,13.0,-9,21.0,1015.0,NE,3.13,0,0
11345,2011,4,18,16,10.0,-10,21.0,1015.0,NE,7.15,0,0
11346,2011,4,18,17,10.0,-10,20.0,1015.0,NE,10.28,0,0
11347,2011,4,18,18,15.0,-10,19.0,1015.0,NE,12.07,0,0
11355,2011,4,19,2,52.0,0,8.0,1020.0,NE,0.89,0,0
11356,2011,4,19,3,53.0,1,7.0,1020.0,NE,1.78,0,0
11357,2011,4,19,4,48.0,1,6.0,1020.0,NE,2.67,0,0
11384,2011,4,20,7,121.0,3,11.0,1010.0,NE,0.89,0,0
11399,2011,4,20,22,165.0,8,17.0,1008.0,NE,1.79,0,0
11400,2011,4,20,23,195.0,7,17.0,1008.0,NE,3.58,0,0
11401,2011,4,21,0,175.0,7,17.0,1008.0,NE,5.37,0,0
11403,2011,4,21,2,161.0,7,16.0,1008.0,NE,1.79,0,0
11404,2011,4,21,3,167.0,8,14.0,1009.0,NE,3.58,0,0
11405,2011,4,21,4,171.0,7,16.0,1009.0,NE,5.37,0,0
11406,2011,4,21,5,160.0,7,15.0,1009.0,NE,6.26,0,0
11409,2011,4,21,8,169.0,3,17.0,1013.0,NE,1.79,0,0
11410,2011,4,21,9,113.0,9,13.0,1015.0,NE,5.81,0,1
11411,2011,4,21,10,69.0,9,12.0,1015.0,NE,9.83,0,2
11412,2011,4,21,11,44.0,8,11.0,1016.0,NE,15.64,0,3
11413,2011,4,21,12,,9,11.0,1016.0,NE,20.56,0,4
11414,2011,4,21,13,,9,11.0,1017.0,NE,24.58,0,5
11415,2011,4,21,14,,7,11.0,1017.0,NE,29.5,0,0
11416,2011,4,21,15,,8,12.0,1017.0,NE,34.42,0,0
11417,2011,4,21,16,,7,13.0,1017.0,NE,39.34,0,0
11418,2011,4,21,17,,6,13.0,1017.0,NE,43.36,0,0
11419,2011,4,21,18,,6,13.0,1018.0,NE,47.38,0,0
11420,2011,4,21,19,,5,12.0,1018.0,NE,49.17,0,0
11421,2011,4,21,20,,5,10.0,1019.0,NE,50.96,0,0
11431,2011,4,22,6,,6,6.0,1018.0,NE,1.79,0,0
11437,2011,4,22,12,,3,19.0,1015.0,NE,1.79,0,0
11455,2011,4,23,6,,7,8.0,1013.0,NE,0.89,0,0
11456,2011,4,23,7,,7,10.0,1014.0,NE,2.68,0,0
11461,2011,4,23,12,,-3,19.0,1012.0,NE,4.92,0,0
11464,2011,4,23,15,16.0,1,17.0,1012.0,NE,4.92,0,0
11504,2011,4,25,7,93.0,2,12.0,1004.0,NE,1.79,0,0
11535,2011,4,26,14,26.0,6,15.0,1004.0,NE,8.94,0,1
11541,2011,4,26,20,22.0,4,11.0,1008.0,NE,0.89,0,0
11545,2011,4,27,0,79.0,4,7.0,1008.0,NE,1.79,0,0
11554,2011,4,27,9,29.0,-4,16.0,1013.0,NE,5.81,0,0
11555,2011,4,27,10,25.0,-4,18.0,1013.0,NE,10.73,0,0
11556,2011,4,27,11,20.0,-3,18.0,1012.0,NE,13.86,0,0
11558,2011,4,27,13,25.0,-3,20.0,1011.0,NE,3.13,0,0
11574,2011,4,28,5,64.0,4,10.0,1009.0,NE,1.79,0,0
11578,2011,4,28,9,90.0,3,15.0,1009.0,NE,3.13,0,0
11579,2011,4,28,10,84.0,2,17.0,1008.0,NE,4.92,0,0
11600,2011,4,29,7,,11,13.0,998.0,NE,1.79,0,1
11615,2011,4,29,22,172.0,12,13.0,1000.0,NE,0.89,0,0
11697,2011,5,3,8,13.0,-3,19.0,1017.0,NE,3.13,0,0
11699,2011,5,3,10,14.0,-3,23.0,1017.0,NE,3.13,0,0
11756,2011,5,5,19,35.0,2,18.0,1002.0,NE,1.79,0,0
11770,2011,5,6,9,39.0,0,21.0,1003.0,NE,1.79,0,0
11782,2011,5,6,21,43.0,3,18.0,1004.0,NE,1.79,0,0
11784,2011,5,6,23,31.0,4,16.0,1004.0,NE,3.13,0,0
11786,2011,5,7,1,46.0,5,13.0,1005.0,NE,1.79,0,0
11792,2011,5,7,7,15.0,5,17.0,1008.0,NE,3.13,0,0
11795,2011,5,7,10,,4,22.0,1009.0,NE,4.02,0,0
11829,2011,5,8,20,58.0,12,12.0,1007.0,NE,1.79,0,7
11832,2011,5,8,23,61.0,12,13.0,1007.0,NE,1.79,0,0
11867,2011,5,10,10,27.0,4,23.0,1009.0,NE,3.13,0,0
11887,2011,5,11,6,104.0,12,13.0,1007.0,NE,1.79,0,0
11890,2011,5,11,9,117.0,14,19.0,1006.0,NE,1.79,0,0
11983,2011,5,15,6,34.0,-1,20.0,1009.0,NE,4.92,0,0
11984,2011,5,15,7,18.0,-3,21.0,1010.0,NE,10.73,0,0
11985,2011,5,15,8,16.0,-1,22.0,1011.0,NE,16.54,0,0
11986,2011,5,15,9,16.0,-2,23.0,1012.0,NE,22.35,0,0
11987,2011,5,15,10,15.0,-4,23.0,1012.0,NE,28.16,0,0
11988,2011,5,15,11,83.0,-3,25.0,1012.0,NE,32.18,0,0
11989,2011,5,15,12,21.0,-4,25.0,1012.0,NE,36.2,0,0
11992,2011,5,15,15,18.0,-1,25.0,1011.0,NE,1.79,0,0
12002,2011,5,16,1,42.0,2,11.0,1017.0,NE,0.89,0,0
12004,2011,5,16,3,37.0,3,10.0,1017.0,NE,1.79,0,0
12083,2011,5,19,10,8.0,0,21.0,1012.0,NE,7.15,0,0
12084,2011,5,19,11,7.0,1,22.0,1012.0,NE,11.17,0,0
12111,2011,5,20,14,7.0,-4,18.0,1015.0,NE,3.13,0,0
12112,2011,5,20,15,19.0,-4,19.0,1014.0,NE,4.92,0,0
12151,2011,5,22,6,74.0,6,11.0,1013.0,NE,1.79,0,0
12152,2011,5,22,7,122.0,5,15.0,1013.0,NE,3.58,0,0
12260,2011,5,26,19,,14,17.0,1012.0,NE,1.79,0,0
12263,2011,5,26,22,,14,15.0,1013.0,NE,0.89,0,0
12266,2011,5,27,1,,13,14.0,1013.0,NE,0.89,0,0
12332,2011,5,29,19,146.0,18,26.0,1006.0,NE,4.02,0,0
12333,2011,5,29,20,150.0,18,25.0,1006.0,NE,4.91,0,0
12336,2011,5,29,23,92.0,15,23.0,1005.0,NE,3.13,0,0
12341,2011,5,30,4,58.0,15,19.0,1004.0,NE,1.79,0,0
12400,2011,6,1,15,11.0,6,29.0,1006.0,NE,5.81,0,0
12431,2011,6,2,22,64.0,10,28.0,1001.0,NE,4.02,0,0
12435,2011,6,3,2,37.0,10,24.0,1002.0,NE,4.02,0,0
12437,2011,6,3,4,32.0,8,23.0,1003.0,NE,5.81,0,0
12438,2011,6,3,5,23.0,6,23.0,1004.0,NE,12.96,0,0
12439,2011,6,3,6,18.0,3,23.0,1005.0,NE,21.01,0,0
12440,2011,6,3,7,25.0,3,24.0,1006.0,NE,28.16,0,0
12458,2011,6,4,1,53.0,9,19.0,1006.0,NE,1.79,0,0
12459,2011,6,4,2,70.0,9,18.0,1006.0,NE,2.68,0,0
12466,2011,6,4,9,,7,25.0,1008.0,NE,1.79,0,0
12508,2011,6,6,3,41.0,15,22.0,1002.0,NE,1.79,0,0
12509,2011,6,6,4,44.0,15,22.0,1001.0,NE,3.58,0,0
12527,2011,6,6,22,163.0,18,22.0,999.0,NE,1.79,0,0
12528,2011,6,6,23,170.0,18,22.0,999.0,NE,3.58,0,0
12533,2011,6,7,4,201.0,17,19.0,998.0,NE,0.89,0,0
12550,2011,6,7,21,55.0,20,22.0,996.0,NE,1.79,0,0
12551,2011,6,7,22,58.0,19,22.0,996.0,NE,3.58,0,0
12552,2011,6,7,23,59.0,19,22.0,997.0,NE,4.47,0,0
12583,2011,6,9,6,184.0,19,21.0,1005.0,NE,0.89,0,0
12620,2011,6,10,19,80.0,15,25.0,1001.0,NE,7.15,0,0
12621,2011,6,10,20,48.0,16,23.0,1002.0,NE,12.96,0,1
12622,2011,6,10,21,64.0,17,23.0,1003.0,NE,14.75,0,2
12623,2011,6,10,22,74.0,18,22.0,1003.0,NE,17.88,0,0
12647,2011,6,11,22,55.0,16,21.0,1006.0,NE,1.79,0,0
12651,2011,6,12,2,18.0,14,18.0,1006.0,NE,0.89,0,0
12655,2011,6,12,6,10.0,15,19.0,1007.0,NE,0.89,0,0
12672,2011,6,12,23,45.0,16,23.0,1006.0,NE,3.13,0,0
12721,2011,6,15,0,54.0,20,22.0,1002.0,NE,1.79,0,0
12740,2011,6,15,19,135.0,19,21.0,1004.0,NE,5.81,0,2
12756,2011,6,16,11,95.0,17,22.0,1007.0,NE,3.13,0,0
12798,2011,6,18,5,257.0,19,20.0,1008.0,NE,0.89,0,0
12799,2011,6,18,6,244.0,19,20.0,1008.0,NE,1.78,0,0
12805,2011,6,18,12,132.0,20,31.0,1007.0,NE,1.79,0,0
12846,2011,6,20,5,230.0,18,20.0,1006.0,NE,0.89,0,0
12930,2011,6,23,17,194.0,19,20.0,999.0,NE,3.13,0,2
12932,2011,6,23,19,51.0,19,20.0,999.0,NE,3.13,0,4
12936,2011,6,23,23,29.0,18,19.0,1004.0,NE,3.13,0,0
12937,2011,6,24,0,49.0,19,20.0,1005.0,NE,6.26,0,0
12938,2011,6,24,1,54.0,17,18.0,1005.0,NE,9.39,0,1
12939,2011,6,24,2,22.0,17,18.0,1005.0,NE,13.41,0,2
12948,2011,6,24,11,22.0,17,25.0,1009.0,NE,3.13,0,0
12969,2011,6,25,8,22.0,16,24.0,1013.0,NE,3.13,0,0
12970,2011,6,25,9,29.0,16,26.0,1013.0,NE,4.92,0,0
12996,2011,6,26,11,24.0,13,27.0,1005.0,NE,4.92,0,0
12997,2011,6,26,12,16.0,14,30.0,1004.0,NE,8.05,0,0
12998,2011,6,26,13,19.0,14,30.0,1003.0,NE,12.07,0,0
12999,2011,6,26,14,16.0,15,30.0,1001.0,NE,13.86,0,0
13001,2011,6,26,16,20.0,15,31.0,1000.0,NE,1.79,0,0
13002,2011,6,26,17,21.0,14,31.0,999.0,NE,4.92,0,0
13003,2011,6,26,18,24.0,14,31.0,999.0,NE,8.05,0,0
13004,2011,6,26,19,23.0,14,30.0,999.0,NE,11.18,0,0
13005,2011,6,26,20,27.0,14,28.0,999.0,NE,12.07,0,0
13014,2011,6,27,5,49.0,18,20.0,999.0,NE,0.89,0,0
13015,2011,6,27,6,81.0,19,20.0,999.0,NE,1.78,0,0
13037,2011,6,28,4,121.0,18,21.0,1002.0,NE,1.79,0,0
13042,2011,6,28,9,127.0,19,25.0,1003.0,NE,1.79,0,0
13044,2011,6,28,11,149.0,20,28.0,1003.0,NE,1.79,0,0
13058,2011,6,29,1,199.0,19,24.0,1004.0,NE,1.79,0,0
13084,2011,6,30,3,238.0,22,23.0,1002.0,NE,1.79,0,0
13091,2011,6,30,10,37.0,21,23.0,1003.0,NE,1.79,0,0
13095,2011,6,30,14,47.0,21,28.0,1002.0,NE,1.79,0,0
13099,2011,6,30,18,113.0,23,28.0,1002.0,NE,3.13,0,0
13119,2011,7,1,14,93.0,23,26.0,1002.0,NE,3.13,0,1
13133,2011,7,2,4,165.0,23,24.0,1000.0,NE,1.79,0,1
13134,2011,7,2,5,179.0,23,24.0,1000.0,NE,2.68,0,2
13156,2011,7,3,3,195.0,23,23.0,1001.0,NE,0.89,0,0
13164,2011,7,3,11,47.0,16,31.0,1002.0,NE,4.02,0,0
13168,2011,7,3,15,19.0,14,34.0,1001.0,NE,1.79,0,0
13177,2011,7,4,0,72.0,19,26.0,1003.0,NE,1.79,0,0
13179,2011,7,4,2,108.0,20,23.0,1004.0,NE,1.79,0,0
13214,2011,7,5,13,165.0,20,28.0,999.0,NE,3.13,0,0
13217,2011,7,5,16,141.0,20,28.0,998.0,NE,1.79,0,0
13218,2011,7,5,17,139.0,20,28.0,998.0,NE,3.58,0,0
13219,2011,7,5,18,152.0,20,28.0,998.0,NE,5.37,0,0
13220,2011,7,5,19,160.0,20,28.0,998.0,NE,7.16,0,0
13229,2011,7,6,4,193.0,20,23.0,998.0,NE,0.89,0,0
13230,2011,7,6,5,185.0,21,23.0,998.0,NE,1.78,0,0
13231,2011,7,6,6,184.0,21,23.0,998.0,NE,2.67,0,0
13232,2011,7,6,7,178.0,21,24.0,998.0,NE,3.56,0,0
13249,2011,7,7,0,66.0,17,24.0,995.0,NE,1.79,0,0
13251,2011,7,7,2,56.0,20,24.0,995.0,NE,1.79,0,1
13256,2011,7,7,7,31.0,19,21.0,997.0,NE,3.13,0,0
13273,2011,7,8,0,21.0,16,21.0,998.0,NE,1.79,0,1
13275,2011,7,8,2,31.0,16,19.0,998.0,NE,1.79,0,0
13276,2011,7,8,3,37.0,17,19.0,998.0,NE,2.68,0,0
13299,2011,7,9,2,34.0,15,20.0,1004.0,NE,3.13,0,0
13306,2011,7,9,9,23.0,16,27.0,1006.0,NE,1.79,0,0
13421,2011,7,14,4,85.0,21,23.0,1005.0,NE,0.89,0,0
13429,2011,7,14,12,135.0,23,30.0,1006.0,NE,1.79,0,0
13435,2011,7,14,18,141.0,23,29.0,1004.0,NE,3.13,0,0
13450,2011,7,15,9,70.0,22,24.0,1007.0,NE,1.79,0,0
13512,2011,7,17,23,88.0,20,23.0,1006.0,NE,1.79,0,1
13540,2011,7,19,3,140.0,21,24.0,1002.0,NE,1.79,0,0
13547,2011,7,19,10,117.0,22,27.0,1003.0,NE,4.02,0,0
13581,2011,7,20,20,63.0,22,23.0,1003.0,NE,0.89,0,0
13583,2011,7,20,22,84.0,22,23.0,1003.0,NE,1.79,0,0
13589,2011,7,21,4,89.0,22,23.0,1003.0,NE,0.89,0,0
13592,2011,7,21,7,65.0,23,24.0,1003.0,NE,1.79,0,0
13633,2011,7,23,0,261.0,25,26.0,1003.0,NE,0.89,0,0
13637,2011,7,23,4,288.0,25,26.0,1002.0,NE,0.89,0,0
13677,2011,7,24,20,53.0,24,24.0,1000.0,NE,3.13,0,7
13678,2011,7,24,21,51.0,23,24.0,1001.0,NE,4.92,0,9
13692,2011,7,25,11,56.0,24,25.0,999.0,NE,1.79,0,0
13696,2011,7,25,15,34.0,24,28.0,998.0,NE,1.79,0,0
13697,2011,7,25,16,29.0,25,29.0,998.0,NE,3.58,0,0
13698,2011,7,25,17,34.0,25,30.0,998.0,NE,5.37,0,0
13703,2011,7,25,22,118.0,24,25.0,999.0,NE,0.89,0,0
13704,2011,7,25,23,84.0,24,25.0,999.0,NE,1.78,0,0
13706,2011,7,26,1,100.0,23,23.0,1000.0,NE,1.79,0,0
13714,2011,7,26,9,24.0,23,28.0,1001.0,NE,1.79,0,0
13716,2011,7,26,11,24.0,20,30.0,1001.0,NE,1.79,0,0
13718,2011,7,26,13,30.0,21,32.0,1000.0,NE,1.79,0,0
13729,2011,7,27,0,32.0,23,24.0,1002.0,NE,3.13,0,2
13731,2011,7,27,2,39.0,23,23.0,1001.0,NE,1.79,0,0
13732,2011,7,27,3,61.0,22,23.0,1001.0,NE,3.58,0,1
13783,2011,7,29,6,284.0,25,26.0,1006.0,NE,0.89,0,0
13788,2011,7,29,11,49.0,22,24.0,1007.0,NE,4.02,0,3
13792,2011,7,29,15,54.0,23,24.0,1006.0,NE,4.02,0,7
13802,2011,7,30,1,36.0,21,21.0,1004.0,NE,1.79,0,17
13803,2011,7,30,2,41.0,21,21.0,1004.0,NE,4.92,0,18
13804,2011,7,30,3,35.0,21,21.0,1003.0,NE,6.71,0,19
13807,2011,7,30,6,39.0,20,21.0,1002.0,NE,4.02,0,22
13827,2011,7,31,2,78.0,24,24.0,1003.0,NE,0.89,0,0
13828,2011,7,31,3,86.0,23,24.0,1003.0,NE,1.78,0,0
13829,2011,7,31,4,102.0,22,23.0,1003.0,NE,2.67,0,0
13830,2011,7,31,5,87.0,23,23.0,1003.0,NE,3.56,0,0
13837,2011,7,31,12,38.0,20,32.0,1003.0,NE,1.79,0,0
13838,2011,7,31,13,46.0,22,32.0,1003.0,NE,3.58,0,0
13839,2011,7,31,14,37.0,21,33.0,1003.0,NE,5.37,0,0
13840,2011,7,31,15,20.0,20,34.0,1002.0,NE,6.26,0,0
13851,2011,8,1,2,,24,25.0,1004.0,NE,0.89,0,0
13855,2011,8,1,6,,24,24.0,1004.0,NE,1.79,0,0
13999,2011,8,7,6,,23,24.0,1008.0,NE,0.89,0,0
14027,2011,8,8,10,98.0,23,29.0,1002.0,NE,1.79,0,0
14030,2011,8,8,13,84.0,21,33.0,1000.0,NE,1.79,0,0
14031,2011,8,8,14,87.0,22,34.0,999.0,NE,3.58,0,0
14065,2011,8,10,0,,21,22.0,1008.0,NE,3.13,0,0
14077,2011,8,10,12,,20,32.0,1008.0,NE,1.79,0,0
14089,2011,8,11,0,74.0,24,25.0,1007.0,NE,1.79,0,0
14091,2011,8,11,2,82.0,24,25.0,1007.0,NE,1.79,0,0
14093,2011,8,11,4,146.0,22,23.0,1006.0,NE,0.89,0,0
14094,2011,8,11,5,121.0,23,23.0,1007.0,NE,1.78,0,0
14117,2011,8,12,4,111.0,24,25.0,1004.0,NE,0.89,0,0
14167,2011,8,14,6,46.0,23,24.0,1002.0,NE,1.79,0,0
14169,2011,8,14,8,40.0,24,25.0,1002.0,NE,1.79,0,0
14183,2011,8,14,22,221.0,25,25.0,1003.0,NE,3.13,0,1
14185,2011,8,15,0,165.0,24,25.0,1003.0,NE,1.79,0,3
14196,2011,8,15,11,143.0,24,25.0,1002.0,NE,1.79,0,2
14197,2011,8,15,12,118.0,24,24.0,1002.0,NE,4.92,0,3
14198,2011,8,15,13,116.0,24,24.0,1002.0,NE,8.05,0,4
14201,2011,8,15,16,109.0,24,26.0,1002.0,NE,1.79,0,0
14206,2011,8,15,21,110.0,24,25.0,1003.0,NE,1.79,0,0
14208,2011,8,15,23,38.0,21,25.0,1003.0,NE,3.13,0,0
14209,2011,8,16,0,10.0,21,24.0,1003.0,NE,4.92,0,1
14211,2011,8,16,2,6.0,22,23.0,1003.0,NE,0.89,0,3
14221,2011,8,16,12,7.0,19,31.0,1004.0,NE,4.02,0,0
14222,2011,8,16,13,11.0,18,31.0,1004.0,NE,8.04,0,0
14223,2011,8,16,14,7.0,18,32.0,1003.0,NE,12.06,0,0
14235,2011,8,17,2,67.0,22,23.0,1006.0,NE,0.89,0,0
14236,2011,8,17,3,68.0,22,22.0,1006.0,NE,1.78,0,0
14237,2011,8,17,4,66.0,22,22.0,1006.0,NE,2.67,0,0
14239,2011,8,17,6,74.0,22,22.0,1006.0,NE,0.89,0,0
14246,2011,8,17,13,67.0,23,26.0,1007.0,NE,1.79,0,1
14263,2011,8,18,6,5.0,19,20.0,1010.0,NE,0.89,0,0
14291,2011,8,19,10,67.0,22,27.0,1013.0,NE,1.79,0,0
14309,2011,8,20,4,81.0,19,19.0,1013.0,NE,1.79,0,0
14310,2011,8,20,5,82.0,19,19.0,1013.0,NE,3.58,0,0
14311,2011,8,20,6,96.0,19,20.0,1013.0,NE,5.37,0,0
14314,2011,8,20,9,124.0,21,24.0,1013.0,NE,1.79,0,0
14331,2011,8,21,2,73.0,20,21.0,1012.0,NE,1.79,0,0
14332,2011,8,21,3,90.0,20,21.0,1012.0,NE,2.68,0,0
14334,2011,8,21,5,105.0,19,19.0,1012.0,NE,0.89,0,0
14335,2011,8,21,6,102.0,20,20.0,1012.0,NE,1.78,0,0
14349,2011,8,21,20,77.0,21,24.0,1011.0,NE,1.79,0,0
14356,2011,8,22,3,127.0,20,21.0,1010.0,NE,1.79,0,0
14377,2011,8,23,0,130.0,21,22.0,1012.0,NE,1.79,0,0
14385,2011,8,23,8,,20,23.0,1013.0,NE,1.79,0,0
14388,2011,8,23,11,,21,27.0,1013.0,NE,1.79,0,0
14404,2011,8,24,3,,19,20.0,1012.0,NE,1.79,0,0
14421,2011,8,24,20,88.0,21,22.0,1012.0,NE,1.79,0,2
14423,2011,8,24,22,115.0,20,21.0,1013.0,NE,1.79,0,0
14438,2011,8,25,13,97.0,20,24.0,1014.0,NE,3.13,0,1
14443,2011,8,25,18,95.0,20,23.0,1014.0,NE,1.79,0,0
14445,2011,8,25,20,96.0,20,21.0,1015.0,NE,1.79,0,0
14455,2011,8,26,6,120.0,20,21.0,1016.0,NE,1.79,0,3
14456,2011,8,26,7,126.0,21,22.0,1016.0,NE,4.92,0,0
14473,2011,8,27,0,118.0,21,21.0,1015.0,NE,0.89,0,0
14507,2011,8,28,10,84.0,20,25.0,1011.0,NE,1.79,0,0
14509,2011,8,28,12,77.0,19,27.0,1010.0,NE,1.79,0,0
14545,2011,8,30,0,202.0,21,22.0,1010.0,NE,1.79,0,0
14546,2011,8,30,1,184.0,21,22.0,1009.0,NE,2.68,0,0
14547,2011,8,30,2,195.0,22,23.0,1009.0,NE,3.57,0,0
14548,2011,8,30,3,203.0,22,23.0,1009.0,NE,5.36,0,0
14549,2011,8,30,4,191.0,22,23.0,1009.0,NE,7.15,0,0
14552,2011,8,30,7,171.0,22,23.0,1009.0,NE,0.89,0,0
14557,2011,8,30,12,152.0,23,28.0,1009.0,NE,1.79,0,0
14571,2011,8,31,2,203.0,22,22.0,1007.0,NE,0.89,0,0
14586,2011,8,31,17,240.0,25,30.0,1003.0,NE,1.79,0,0
14587,2011,8,31,18,269.0,25,29.0,1003.0,NE,3.58,0,0
14591,2011,8,31,22,300.0,25,26.0,1005.0,NE,3.13,0,0
14592,2011,8,31,23,341.0,25,27.0,1006.0,NE,6.26,0,0
14594,2011,9,1,1,96.0,21,23.0,1007.0,NE,3.13,0,2
14595,2011,9,1,2,36.0,20,24.0,1008.0,NE,4.92,0,3
14625,2011,9,2,8,81.0,16,21.0,1011.0,NE,1.79,0,0
14643,2011,9,3,2,49.0,19,21.0,1011.0,NE,1.79,0,0
14666,2011,9,4,1,191.0,19,19.0,1014.0,NE,0.89,0,0
14667,2011,9,4,2,191.0,19,20.0,1014.0,NE,2.68,0,0
14675,2011,9,4,10,66.0,18,25.0,1015.0,NE,1.79,0,0
14690,2011,9,5,1,78.0,17,18.0,1012.0,NE,1.79,0,0
14695,2011,9,5,6,78.0,17,17.0,1013.0,NE,0.89,0,0
14721,2011,9,6,8,109.0,16,21.0,1012.0,NE,1.79,0,0
14722,2011,9,6,9,117.0,16,23.0,1012.0,NE,3.58,0,0
14747,2011,9,7,10,256.0,21,24.0,1006.0,NE,1.79,0,0
14756,2011,9,7,19,46.0,16,21.0,1006.0,NE,1.79,0,0
14758,2011,9,7,21,66.0,18,20.0,1008.0,NE,4.02,0,1
14770,2011,9,8,9,17.0,15,18.0,1013.0,NE,3.13,0,0
14771,2011,9,8,10,27.0,14,20.0,1012.0,NE,4.92,0,0
14780,2011,9,8,19,58.0,16,18.0,1014.0,NE,0.89,0,0
14796,2011,9,9,11,3.0,8,22.0,1021.0,NE,4.92,0,0
14799,2011,9,9,14,8.0,4,24.0,1020.0,NE,4.92,0,0
14801,2011,9,9,16,10.0,5,23.0,1020.0,NE,1.79,0,0
14802,2011,9,9,17,12.0,5,23.0,1020.0,NE,4.92,0,0
14808,2011,9,9,23,21.0,10,18.0,1023.0,NE,0.89,0,0
14823,2011,9,10,14,20.0,14,15.0,1024.0,NE,1.79,0,12
14830,2011,9,10,21,31.0,14,14.0,1022.0,NE,1.79,0,0
14843,2011,9,11,10,36.0,14,19.0,1020.0,NE,1.79,0,0
14860,2011,9,12,3,83.0,12,13.0,1018.0,NE,0.89,0,0
14861,2011,9,12,4,78.0,12,13.0,1017.0,NE,1.78,0,0
14862,2011,9,12,5,77.0,12,12.0,1017.0,NE,2.67,0,0
14911,2011,9,14,6,170.0,18,19.0,1010.0,NE,0.89,0,0
14926,2011,9,14,21,146.0,17,18.0,1010.0,NE,0.89,0,0
14932,2011,9,15,3,186.0,17,18.0,1010.0,NE,1.79,0,0
14939,2011,9,15,10,174.0,19,23.0,1011.0,NE,1.79,0,0
14950,2011,9,15,21,108.0,17,21.0,1011.0,NE,5.81,0,1
14951,2011,9,15,22,70.0,17,20.0,1011.0,NE,10.73,0,2
14952,2011,9,15,23,92.0,18,20.0,1011.0,NE,12.52,0,0
14955,2011,9,16,2,24.0,17,18.0,1012.0,NE,1.79,0,0
14963,2011,9,16,10,22.0,13,22.0,1016.0,NE,4.92,0,0
14964,2011,9,16,11,21.0,13,23.0,1015.0,NE,9.84,0,0
14965,2011,9,16,12,11.0,12,23.0,1015.0,NE,14.76,0,0
14966,2011,9,16,13,12.0,10,22.0,1015.0,NE,20.57,0,0
14967,2011,9,16,14,19.0,9,21.0,1014.0,NE,26.38,0,0
14968,2011,9,16,15,23.0,8,21.0,1014.0,NE,31.3,0,0
14969,2011,9,16,16,12.0,8,20.0,1015.0,NE,34.43,0,0
14980,2011,9,17,3,10.0,11,15.0,1018.0,NE,3.13,0,0
14982,2011,9,17,5,5.0,2,16.0,1019.0,NE,4.02,0,0
14983,2011,9,17,6,8.0,3,15.0,1019.0,NE,7.15,0,0
14988,2011,9,17,11,12.0,-1,20.0,1020.0,NE,4.02,0,0
14989,2011,9,17,12,11.0,-1,20.0,1020.0,NE,8.94,0,0
14990,2011,9,17,13,6.0,-1,21.0,1019.0,NE,12.96,0,0
14991,2011,9,17,14,4.0,-2,21.0,1019.0,NE,16.09,0,0
